study_accession	experiment_accession	experiment_title	experiment_desc	organism_taxid 	organism_name	library_strategy	library_source	library_selection	sample_accession	sample_title	instrument	total_spots	total_size	run_accession	run_total_spots	run_total_bases
ERP121228	ERX4078275	MinION sequencing; COG-UK/CAMB-73A37/CAMB:20200404_1454_MN19173_FAL91718_b6ee693c	MinION sequencing; COG-UK/CAMB-73A37/CAMB:20200404_1454_MN19173_FAL91718_b6ee693c	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519421		MinION	58620	24316394	ERR4082062	58620	28782675
ERP121228	ERX4078274	MinION sequencing; COG-UK/CAMB-73A28/CAMB:20200404_1454_MN19173_FAL91718_b6ee693c	MinION sequencing; COG-UK/CAMB-73A28/CAMB:20200404_1454_MN19173_FAL91718_b6ee693c	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519420		MinION	107222	44182245	ERR4082061	107222	52557415
ERP121228	ERX4078273	MinION sequencing; COG-UK/CAMB-73A19/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-73A19/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519419		MinION	173258	71060959	ERR4082060	173258	84972177
ERP121228	ERX4078272	MinION sequencing; COG-UK/CAMB-73A0A/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-73A0A/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519418		MinION	248142	102022904	ERR4082059	248142	121820399
ERP121228	ERX4078271	MinION sequencing; COG-UK/CAMB-739FE/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-739FE/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519417		MinION	74271	30682172	ERR4082058	74271	36461245
ERP121228	ERX4078270	MinION sequencing; COG-UK/CAMB-739EF/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-739EF/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519416		MinION	440367	179899745	ERR4082057	440367	215629455
ERP121228	ERX4078269	MinION sequencing; COG-UK/CAMB-739D0/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-739D0/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519415		MinION	360995	148171223	ERR4082056	360995	177002076
ERP121228	ERX4078268	MinION sequencing; COG-UK/CAMB-739B2/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-739B2/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519414		MinION	469663	191949411	ERR4082055	469663	230108783
ERP121228	ERX4078267	MinION sequencing; COG-UK/CAMB-739A3/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-739A3/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519413		MinION	395850	162576219	ERR4082054	395850	194341029
ERP121228	ERX4078266	MinION sequencing; COG-UK/CAMB-73994/CAMB:20200405_1850_MN21707_FAN35411_85e564f1	MinION sequencing; COG-UK/CAMB-73994/CAMB:20200405_1850_MN21707_FAN35411_85e564f1	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519412		MinION	431048	174386045	ERR4082053	431048	210587341
ERP121228	ERX4078265	MinION sequencing; COG-UK/CAMB-73985/CAMB:20200405_1850_MN21707_FAN35411_85e564f1	MinION sequencing; COG-UK/CAMB-73985/CAMB:20200405_1850_MN21707_FAN35411_85e564f1	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519411		MinION	194788	78857673	ERR4082052	194788	95101666
ERP121228	ERX4078264	MinION sequencing; COG-UK/CAMB-73976/CAMB:20200405_1850_MN21707_FAN35411_85e564f1	MinION sequencing; COG-UK/CAMB-73976/CAMB:20200405_1850_MN21707_FAN35411_85e564f1	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519410		MinION	451664	181772727	ERR4082051	451664	220130321
ERP121228	ERX4078263	MinION sequencing; COG-UK/CAMB-73949/CAMB:20200405_1850_MN21707_FAN35411_85e564f1	MinION sequencing; COG-UK/CAMB-73949/CAMB:20200405_1850_MN21707_FAN35411_85e564f1	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519409		MinION	191828	77272625	ERR4082050	191828	93430224
ERP121228	ERX4078262	MinION sequencing; COG-UK/CAMB-7393A/CAMB:20200405_1850_MN21707_FAN35411_85e564f1	MinION sequencing; COG-UK/CAMB-7393A/CAMB:20200405_1850_MN21707_FAN35411_85e564f1	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519408		MinION	57829	23590757	ERR4082049	57829	28250211
ERP121228	ERX4078261	MinION sequencing; COG-UK/CAMB-7391C/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	MinION sequencing; COG-UK/CAMB-7391C/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519407		MinION	239780	96879878	ERR4082048	239780	116998391
ERP121228	ERX4078260	MinION sequencing; COG-UK/CAMB-738F1/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	MinION sequencing; COG-UK/CAMB-738F1/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519406		MinION	158393	64157402	ERR4082047	158393	77357732
ERP121228	ERX4078259	MinION sequencing; COG-UK/CAMB-738E2/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	MinION sequencing; COG-UK/CAMB-738E2/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519405		MinION	133052	53838883	ERR4082046	133052	64920728
ERP121228	ERX4078258	MinION sequencing; COG-UK/CAMB-738D3/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	MinION sequencing; COG-UK/CAMB-738D3/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519404		MinION	350582	141452496	ERR4082045	350582	171053377
ERP121228	ERX4078257	MinION sequencing; COG-UK/CAMB-738C4/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	MinION sequencing; COG-UK/CAMB-738C4/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519403		MinION	311797	125764849	ERR4082044	311797	152070397
ERP121228	ERX4078256	MinION sequencing; COG-UK/CAMB-738B5/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	MinION sequencing; COG-UK/CAMB-738B5/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519402		MinION	203830	82562129	ERR4082043	203830	99654777
ERP121228	ERX4078254	MinION sequencing; COG-UK/CAMB-73888/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	MinION sequencing; COG-UK/CAMB-73888/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519400		MinION	337869	136641132	ERR4082042	337869	164936672
ERP121228	ERX4078253	MinION sequencing; COG-UK/CAMB-73879/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	MinION sequencing; COG-UK/CAMB-73879/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519399		MinION	104785	42474406	ERR4082041	104785	51175817
ERP121228	ERX4078252	MinION sequencing; COG-UK/CAMB-7386A/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	MinION sequencing; COG-UK/CAMB-7386A/CAMB:20200405_1849_MN31736_FAN42582_004c06ae	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519398		MinION	211433	85403993	ERR4082040	211433	103216489
ERP121228	ERX4078251	MinION sequencing; COG-UK/CAMB-7382E/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-7382E/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519397		MinION	84159	34746514	ERR4082039	84159	41338255
ERP121228	ERX4078250	MinION sequencing; COG-UK/CAMB-7381F/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-7381F/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519396		MinION	292387	119891258	ERR4082038	292387	143285063
ERP121228	ERX4078249	MinION sequencing; COG-UK/CAMB-73800/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-73800/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519395		MinION	136519	56172704	ERR4082037	136519	66957465
ERP121228	ERX4078248	MinION sequencing; COG-UK/CAMB-737F4/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-737F4/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519394		MinION	431143	177177136	ERR4082036	431143	211693169
ERP121228	ERX4078247	MinION sequencing; COG-UK/CAMB-737E5/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-737E5/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519393		MinION	64964	26802559	ERR4082035	64964	31857411
ERP121228	ERX4078246	MinION sequencing; COG-UK/CAMB-737D6/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-737D6/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519392		MinION	275576	112987855	ERR4082034	275576	135083815
ERP121228	ERX4078245	MinION sequencing; COG-UK/CAMB-737B8/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-737B8/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519390		MinION	341402	140445514	ERR4082032	341402	167713887
ERP121228	ERX4078244	MinION sequencing; COG-UK/CAMB-737C7/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-737C7/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519391		MinION	267095	109430419	ERR4082033	267095	130855071
ERP121228	ERX4078243	MinION sequencing; COG-UK/CAMB-737A9/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-737A9/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519389		MinION	105574	43460912	ERR4082031	105574	51720262
ERP121228	ERX4078242	MinION sequencing; COG-UK/CAMB-7379A/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-7379A/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519388		MinION	338023	138634667	ERR4082030	338023	165846215
ERP121228	ERX4078241	MinION sequencing; COG-UK/CAMB-7378B/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-7378B/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519387		MinION	269426	110706031	ERR4082029	269426	132118055
ERP121228	ERX4078240	MinION sequencing; COG-UK/CAMB-7377C/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-7377C/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519386		MinION	114577	47196070	ERR4082028	114577	56242811
ERP121228	ERX4078239	MinION sequencing; COG-UK/CAMB-7376D/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-7376D/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519385		MinION	374754	153595511	ERR4082027	374754	183823695
ERP121228	ERX4078238	MinION sequencing; COG-UK/CAMB-7375E/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-7375E/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519384		MinION	427553	175803762	ERR4082026	427553	210103657
ERP121228	ERX4078237	MinION sequencing; COG-UK/CAMB-7374F/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	MinION sequencing; COG-UK/CAMB-7374F/CAMB:20200404_1455_MN30591_FAL78457_0c61e572	2697049	Severe acute respiratory syndrome coronavirus 2	AMPLICON	VIRAL RNA	PCR	ERS4519383		MinION	211388	86763220	ERR4082025	211388	103672824
ERP121327	ERX4078208	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526399	coronavirus	MinION	239687	224516754	ERR4080806	239687	238397097
ERP121327	ERX4078207	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526398	coronavirus	MinION	210691	193296314	ERR4080805	210691	205231410
ERP121327	ERX4078206	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526397	coronavirus	MinION	236142	218514995	ERR4080804	236142	232094745
ERP121327	ERX4078205	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526396	coronavirus	MinION	133181	125373082	ERR4080803	133181	132847071
ERP121327	ERX4078204	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526395	coronavirus	MinION	104991	98637088	ERR4080802	104991	104575499
ERP121327	ERX4078203	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526394	coronavirus	MinION	64329	60475537	ERR4080801	64329	64084374
ERP121327	ERX4078202	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526393	coronavirus	MinION	38131	35639080	ERR4080800	38131	37740858
ERP121327	ERX4078201	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526392	coronavirus	MinION	152410	144644575	ERR4080799	152410	153285475
ERP121327	ERX4078200	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526391	coronavirus	MinION	113132	107045592	ERR4080798	113132	113432267
ERP121327	ERX4078199	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526390	coronavirus	MinION	90992	86712783	ERR4080797	90992	91895503
ERP121327	ERX4078198	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526389	coronavirus	MinION	195313	182826381	ERR4080796	195313	193802980
ERP121327	ERX4078197	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526388	coronavirus	MinION	229684	212608757	ERR4080795	229684	225777789
ERP121327	ERX4078196	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526387	coronavirus	MinION	145274	137280648	ERR4080794	145274	145500662
ERP121327	ERX4078195	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526386	coronavirus	MinION	140439	131666787	ERR4080793	140439	139555799
ERP121327	ERX4078194	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526385	coronavirus	MinION	71254	67512886	ERR4080792	71254	71515776
ERP121327	ERX4078193	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526384	coronavirus	MinION	117170	108510660	ERR4080791	117170	117085734
ERP121327	ERX4078192	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526383	coronavirus	MinION	174538	160888064	ERR4080790	174538	173736923
ERP121327	ERX4078191	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526382	coronavirus	MinION	80442	75123400	ERR4080789	80442	81016044
ERP121327	ERX4078190	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526381	coronavirus	MinION	77991	72314582	ERR4080788	77991	77990621
ERP121327	ERX4078189	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526380	coronavirus	MinION	126838	117126097	ERR4080787	126838	126388510
ERP121327	ERX4078188	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526379	coronavirus	MinION	84439	78453720	ERR4080786	84439	84604273
ERP121327	ERX4078187	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526378	coronavirus	MinION	115823	106860496	ERR4080785	115823	115328713
ERP121327	ERX4078186	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526377	coronavirus	MinION	157608	135014501	ERR4080784	157608	146155901
ERP121327	ERX4078185	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526376	coronavirus	MinION	2370085	2192479908	ERR4080783	2370085	2368253318
ERP121327	ERX4078184	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526375	coronavirus	MinION	113156	105155572	ERR4080782	113156	113470310
ERP121327	ERX4078183	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526374	coronavirus	MinION	50554	47192142	ERR4080781	50554	50853158
ERP121327	ERX4078182	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526373	coronavirus	MinION	132401	122653501	ERR4080780	132401	132332640
ERP121327	ERX4078181	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526372	coronavirus	MinION	125420	116019164	ERR4080779	125420	125184671
ERP121327	ERX4078180	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526371	coronavirus	MinION	139772	128707917	ERR4080778	139772	138973162
ERP121327	ERX4078179	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526370	coronavirus	MinION	137240	127253823	ERR4080777	137240	137297834
ERP121327	ERX4078178	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526369	coronavirus	MinION	144990	133059216	ERR4080776	144990	143598293
ERP121327	ERX4078177	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526368	coronavirus	MinION	140378	130077249	ERR4080775	140378	140391841
ERP121327	ERX4078176	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526367	coronavirus	MinION	111448	103868644	ERR4080774	111448	112083247
ERP121327	ERX4078175	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526366	coronavirus	MinION	172381	159980304	ERR4080773	172381	172706839
ERP121327	ERX4078174	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526365	coronavirus	MinION	60692	56230169	ERR4080772	60692	60639542
ERP121327	ERX4078173	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526364	coronavirus	MinION	185003	164875719	ERR4080771	185003	178445404
ERP121327	ERX4078172	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526363	coronavirus	MinION	136199	126770004	ERR4080770	136199	136792292
ERP121327	ERX4078171	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526362	coronavirus	MinION	110925	101070377	ERR4080769	110925	109059436
ERP121327	ERX4078170	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526361	coronavirus	MinION	116627	108102141	ERR4080768	116627	116639972
ERP121327	ERX4078169	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526360	coronavirus	MinION	123548	115175552	ERR4080767	123548	124266514
ERP121327	ERX4078168	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526359	coronavirus	MinION	96276	89342535	ERR4080766	96276	96369538
ERP121327	ERX4078167	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526358	coronavirus	MinION	117847	109133356	ERR4080765	117847	117759654
ERP121327	ERX4078166	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526357	coronavirus	MinION	108344	100502724	ERR4080764	108344	108432279
ERP121327	ERX4078165	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526356	coronavirus	MinION	79465	73485833	ERR4080763	79465	79252946
ERP121327	ERX4078164	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526355	coronavirus	MinION	110827	103276928	ERR4080762	110827	111418396
ERP121327	ERX4078163	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526354	coronavirus	MinION	46068	43131363	ERR4080761	46068	46477144
ERP121327	ERX4078162	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526353	coronavirus	MinION	93659	86970347	ERR4080760	93659	93828333
ERP121327	ERX4078161	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526352	coronavirus	MinION	50367	46725756	ERR4080759	50367	50361310
ERP121327	ERX4078160	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526351	coronavirus	MinION	126488	117063520	ERR4080758	126488	126328235
ERP121327	ERX4078159	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526350	coronavirus	MinION	65745	61371826	ERR4080757	65745	66186546
ERP121327	ERX4078158	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526349	coronavirus	MinION	95323	88689655	ERR4080756	95323	95675513
ERP121327	ERX4078157	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526348	coronavirus	MinION	95677	88353325	ERR4080755	95677	95327190
ERP121327	ERX4078156	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526347	coronavirus	MinION	34292	31846883	ERR4080754	34292	34290710
ERP121327	ERX4078155	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526346	coronavirus	MinION	127758	116633525	ERR4080753	127758	125923711
ERP121327	ERX4078154	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526345	coronavirus	MinION	134473	123008963	ERR4080752	134473	132794887
ERP121327	ERX4078153	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526344	coronavirus	MinION	132926	122835467	ERR4080751	132926	132554710
ERP121327	ERX4078152	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526343	coronavirus	MinION	85512	79219940	ERR4080750	85512	85469826
ERP121327	ERX4078151	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526342	coronavirus	MinION	155284	143387188	ERR4080749	155284	154772147
ERP121327	ERX4078150	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526341	coronavirus	MinION	59766	55495530	ERR4080748	59766	59834860
ERP121327	ERX4078149	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526340	coronavirus	MinION	36393	33768818	ERR4080747	36393	36382419
ERP121327	ERX4078148	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526339	coronavirus	MinION	129329	118046022	ERR4080746	129329	127418603
ERP121327	ERX4078147	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526338	coronavirus	MinION	98335	90720435	ERR4080745	98335	97875769
ERP121327	ERX4078146	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526337	coronavirus	MinION	147996	136248950	ERR4080744	147996	147077586
ERP121327	ERX4078145	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526336	coronavirus	MinION	39816	36451826	ERR4080743	39816	39273685
ERP121327	ERX4078144	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526335	coronavirus	MinION	85672	79038582	ERR4080742	85672	85252368
ERP121327	ERX4078143	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526334	coronavirus	MinION	128107	116401412	ERR4080741	128107	127399655
ERP121327	ERX4078142	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526333	coronavirus	MinION	143233	132299630	ERR4080740	143233	142788306
ERP121327	ERX4078141	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526332	coronavirus	MinION	197102	181754210	ERR4080739	197102	198947758
ERP121327	ERX4078140	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526331	coronavirus	MinION	22849	21253407	ERR4080738	22849	22853445
ERP121327	ERX4078139	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526330	coronavirus	MinION	232590	211956000	ERR4080737	232590	232001764
ERP121327	ERX4078138	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526329	coronavirus	MinION	318036	289330963	ERR4080736	318036	316728290
ERP121327	ERX4078137	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526328	coronavirus	MinION	155982	143730812	ERR4080735	155982	155112876
ERP121327	ERX4078136	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526327	coronavirus	MinION	94590	85559129	ERR4080734	94590	93626065
ERP121327	ERX4078135	MinION sequencing	MinION sequencing	2697049		WGA	VIRAL RNA	PCR	ERS4526326	coronavirus	MinION	172930	158068696	ERR4080733	172930	173015696
