	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
161	ERR4085400	2020-05-02 11:32:30	2020-05-02 13:13:36	495130	247298129	0	499	64	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085400	ERX4079354		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519779	SAMEA6792107	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR80							no					UNIVERSITY OF GLASGOW	ERA2537750		public	07F2B6EE4BB82CB8BB12C68FE180CA9A	E6C215577C99348AAA4CBE94FBC54B40
162	ERR4085401	2020-05-02 11:32:30	2020-05-02 13:13:36	359684	179455599	0	498	39	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085401	ERX4079355		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536153	SAMEA6808503	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR800							no					UNIVERSITY OF GLASGOW	ERA2537752		public	89EA66ACB655783E9710CBDFE12F90AE	A34570AAB410E5F3D52F851CE2906474
163	ERR4085403	2020-05-02 11:32:30	2020-05-02 13:13:36	276562	137587318	0	497	32	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085403	ERX4079358		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536155	SAMEA6808505	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR803							no					UNIVERSITY OF GLASGOW	ERA2537755		public	561891AE271D495C70DDB93BEECA31BA	B40C16657878CFA0F32AEDD0E0D4170C
164	ERR4085404	2020-05-02 11:32:30	2020-05-02 13:13:42	246377	122441473	0	496	30	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085404	ERX4079359		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536156	SAMEA6808506	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR804							no					UNIVERSITY OF GLASGOW	ERA2537757		public	1BF713ECEBF41684031544B8A11DF138	4C72EC94EBFB27F27F110676A3C1CDE8
165	ERR4085406	2020-05-02 11:32:30	2020-05-02 13:13:39	307103	153225366	0	498	32	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085406	ERX4079361		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536158	SAMEA6808508	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR826							no					UNIVERSITY OF GLASGOW	ERA2537760		public	F095E7F6AD02C871BA547C2144D84A8E	D6693209EDFC525885BA1AB1A0B3D1CE
166	ERR4085407	2020-05-02 11:32:30	2020-05-02 13:13:47	642405	320857187	0	499	81	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085407	ERX4079362		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519780	SAMEA6792108	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR83							no					UNIVERSITY OF GLASGOW	ERA2537762		public	A282DF06EDDCD9C0922BDFB75BD0D9BA	D6FC2E3B7CE9F25532D846B87C5A9123
167	ERR4085408	2020-05-02 11:32:30	2020-05-02 13:13:40	308859	154054743	0	498	32	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085408	ERX4079363		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536159	SAMEA6808509	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR833							no					UNIVERSITY OF GLASGOW	ERA2537764		public	A1FCE076C1AC2BED714CFAABB059BED1	07B209E32F41F2C73234C7B53A1E5F2B
168	ERR4085409	2020-05-02 11:32:30	2020-05-02 13:13:38	273615	136292884	0	498	30	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085409	ERX4079364		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536160	SAMEA6808510	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR842							no					UNIVERSITY OF GLASGOW	ERA2537765		public	8270C017F757987467DBD3C612E2875D	35B6AC758475D0658CC1FE8A3CCF3FD9
169	ERR4085410	2020-05-02 11:32:30	2020-05-02 13:13:37	326618	162823784	0	498	35	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085410	ERX4079365		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536161	SAMEA6808511	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR849							no					UNIVERSITY OF GLASGOW	ERA2537767		public	FB21D64CE1CB31FC9B28B12F7A1AF0D0	86C37721D789F156B4B415D28D08B8A3
170	ERR4085411	2020-05-02 11:32:30	2020-05-02 13:13:53	590018	294572772	0	499	75	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085411	ERX4079366		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519781	SAMEA6792109	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR85							no					UNIVERSITY OF GLASGOW	ERA2537769		public	84985A6337FC8D895C29E3CD851C1799	FB857DD988E56395277F23A066F5E1B0
171	ERR4085412	2020-05-02 11:32:30	2020-05-02 13:13:38	257205	127977339	0	497	31	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085412	ERX4079367		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536162	SAMEA6808512	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR851							no					UNIVERSITY OF GLASGOW	ERA2537771		public	922D62D926CE3803D3824FDF79341BA7	D034D938BA76794EC16C28F87E96F940
172	ERR4085413	2020-05-02 11:32:30	2020-05-02 13:13:38	269989	134516883	0	498	32	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085413	ERX4079368		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536163	SAMEA6808513	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR852							no					UNIVERSITY OF GLASGOW	ERA2537772		public	AD7F4F28BF8BDF0AFF0D4AD94A980F29	995165E8A1C291E24E62ED7F9E73E476
173	ERR4085414	2020-05-02 11:32:30	2020-05-02 13:13:39	272878	136156749	0	498	29	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085414	ERX4079369		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536164	SAMEA6808514	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR855							no					UNIVERSITY OF GLASGOW	ERA2537774		public	55CA43D8671C92E685146D97AD5C1510	0FD648F647E595ACA6281C3AD4C55F7D
174	ERR4085415	2020-05-02 11:32:30	2020-05-02 13:13:33	187061	93132057	0	497	24	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085415	ERX4079370		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536165	SAMEA6808515	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR864							no					UNIVERSITY OF GLASGOW	ERA2537776		public	430B8EB168DFDD32D792F5FADD85AC54	AE77B5C41F99F82745783F10662D4652
175	ERR4085416	2020-05-02 11:32:30	2020-05-02 13:13:40	284265	141442738	0	497	31	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085416	ERX4079371		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536166	SAMEA6808516	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR867							no					UNIVERSITY OF GLASGOW	ERA2537778		public	9D50D78EBD7483B653D38E49011A0935	A9342826FC1D7E5C7D634C4047F7A852
176	ERR4085417	2020-05-02 11:32:30	2020-05-02 13:13:44	289106	143434668	0	496	32	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4085/ERR4085417	ERX4079372		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4536167	SAMEA6808517	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR874							no					UNIVERSITY OF GLASGOW	ERA2537779		public	3D23C108722FABFCE55A77C42C51E148	56C76B541839501BF2A8D29FAA193AD1
177	ERR4085418	2020-05-02 11:32:30	2020-05-02 13:13:40	203236	101522703	0	499	22	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era17/ERR/ERR4085/ERR4085418	ERX4079373		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519782	SAMEA6792110	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR89							no					UNIVERSITY OF GLASGOW	ERA2537781		public	788189E75D99A80F6E5E107A868160E5	E542406387CD7F0B0025697D3A759EF2
178	ERR4085116	2020-05-02 13:11:46	2020-05-02 18:23:49	305398	151954511	0	497	38	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4085/ERR4085116	ERX4078871		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535830	SAMEA6808180	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1056							no					UNIVERSITY OF GLASGOW	ERA2537367		public	446B3C7618AB14F7C9E17F68B8500BF7	FA5001E4838F73568348C7CDBC1B684F
179	ERR4085123	2020-05-02 13:11:46	2020-05-02 18:24:02	537167	267551471	0	498	55	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4085/ERR4085123	ERX4078881		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535835	SAMEA6808185	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1101							no					UNIVERSITY OF GLASGOW	ERA2537385		public	97F928D24FC93F40883D166ADD20BB3E	28E5CAEA396FDD52C08BF3935B2E6E33
180	ERR4082889	2020-05-01 12:26:33	2020-05-01 13:26:16	475939	233859474	0	491	57	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082889	ERX4079037		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535956	SAMEA6808306	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1568							no					UNIVERSITY OF GLASGOW	ERA2532309		public	EEB84FF659896613FE03887A4BC3F941	7A9F35017FFD8CADE0E03416D7E84DA8
181	ERR4082890	2020-05-01 12:26:33	2020-05-01 13:26:16	340164	167228741	0	491	44	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082890	ERX4079038		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535957	SAMEA6808307	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1569							no					UNIVERSITY OF GLASGOW	ERA2532312		public	0C8722375B3E5657B92239EAC1E8790D	7012B8AB5B576EEFC35EB2B6E823677C
182	ERR4082891	2020-05-01 12:26:33	2020-05-01 13:26:44	448116	223252401	0	498	50	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082891	ERX4079039		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519666	SAMEA6791994	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR157							no					UNIVERSITY OF GLASGOW	ERA2532314		public	EEB79EB6467EA04AB127A94AC2EFA181	18729E01D58A594C7B1271C14C5FDE3F
183	ERR4082892	2020-05-01 12:26:33	2020-05-01 13:25:52	268479	133774468	0	498	31	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082892	ERX4079040		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535958	SAMEA6808308	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1575							no					UNIVERSITY OF GLASGOW	ERA2532317		public	301C8B4706B24EC89D2D2124EAD3BCF8	35689F4BFF647B50E63900B77104FA2F
184	ERR4082894	2020-05-01 12:26:33	2020-05-01 13:26:19	307763	153503983	0	498	36	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082894	ERX4079042		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535960	SAMEA6808310	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1580							no					UNIVERSITY OF GLASGOW	ERA2532323		public	C409503BE09474EB1E888EDC9B8E0277	A066174D6FDA9F5FA79AF179E64396DE
185	ERR4082897	2020-05-01 12:26:33	2020-05-01 13:26:01	350677	172779686	0	492	44	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082897	ERX4079044		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535962	SAMEA6808312	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1588							no					UNIVERSITY OF GLASGOW	ERA2532330		public	D2CDC7AD5592FBCC28A2562ACF122939	D36F94DD1AB1035D4EA20D3CD7F86232
186	ERR4082898	2020-05-01 12:26:33	2020-05-01 13:26:00	196392	97848602	0	498	21	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082898	ERX4079046		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519667	SAMEA6791995	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR159							no					UNIVERSITY OF GLASGOW	ERA2532332		public	785EB4D5197DAA5F875F7AC6AEAF8D37	A940E012948D9AC7332CA8FB13764C97
187	ERR4082899	2020-05-01 12:26:33	2020-05-01 13:26:02	319612	157178423	0	491	39	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082899	ERX4079047		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535963	SAMEA6808313	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1594							no					UNIVERSITY OF GLASGOW	ERA2532335		public	677426958D65C2F6515154BF6FB3F7DD	AE62A8182DE5AAA4C5F717ED8FD6AE78
188	ERR4082900	2020-05-01 12:26:33	2020-05-01 14:25:37	271662	133654108	0	491	33	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082900	ERX4079048		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535964	SAMEA6808314	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1595							no					UNIVERSITY OF GLASGOW	ERA2532338		public	53DD516D31DCF86986868CD9EBAB054A	BD3D6DC942BC5B64F66DD23FECD5B29C
189	ERR4082901	2020-05-01 12:26:33	2020-05-01 14:25:36	245422	122339730	0	498	30	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082901	ERX4079049		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535965	SAMEA6808315	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1598							no					UNIVERSITY OF GLASGOW	ERA2532341		public	0D64760B5C1305A25CA2929C83A88E45	D05DE6E12201E1DD4F7A301BB7F48065
190	ERR4082902	2020-05-01 12:26:33	2020-05-01 14:25:41	332330	165888180	0	499	43	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082902	ERX4079050		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519669	SAMEA6791997	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR16							no					UNIVERSITY OF GLASGOW	ERA2532343		public	F2A789C956B1800F6A306D46D845F01F	6A4A99AF4F4F9977F8E7A69423A7190A
191	ERR4082903	2020-05-01 12:26:33	2020-05-01 14:25:42	268672	131725659	0	490	39	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082903	ERX4079051		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535966	SAMEA6808316	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1607							no					UNIVERSITY OF GLASGOW	ERA2532346		public	77E5FC063E5654003B8F8F5E307F03BE	7B4B0E66FB56ECBC39AB8D68358BF773
192	ERR4082904	2020-05-01 12:26:33	2020-05-01 14:25:42	458074	228429806	0	498	50	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082904	ERX4079052		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519668	SAMEA6791996	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR161							no					UNIVERSITY OF GLASGOW	ERA2532348		public	797A5B08F0841FA14DF91B9F1BC81E1F	B7C1413AD798F9007F0E6B881F71C2C8
193	ERR4082905	2020-05-01 12:26:33	2020-05-01 14:25:43	293139	144177903	0	491	36	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082905	ERX4079053		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535967	SAMEA6808317	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1613							no					UNIVERSITY OF GLASGOW	ERA2532351		public	37DFD9A2549EEC44D3462FCDAE1D3526	6CFC5C1C5942123AC8999CCE8BD82161
194	ERR4082906	2020-05-01 12:26:33	2020-05-01 14:25:34	215542	107063706	0	496	23	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082906	ERX4079054		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519670	SAMEA6791998	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR162							no					UNIVERSITY OF GLASGOW	ERA2532353		public	0AB25044EEB238EF3516FD78222AB5AD	08E3A66F0CC904A29D265C5BF987C497
195	ERR4082907	2020-05-01 12:26:33	2020-05-01 14:25:42	329941	162662419	0	493	40	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082907	ERX4079055		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535968	SAMEA6808318	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1622							no					UNIVERSITY OF GLASGOW	ERA2532356		public	6152DC856AB960C5D3978C9C29C9E1E8	F0D99EDD1B5D6CF182C31ADAB4142705
196	ERR4082908	2020-05-01 12:26:33	2020-05-01 14:25:40	305066	150156632	0	492	37	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082908	ERX4079056		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535969	SAMEA6808319	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1629							no					UNIVERSITY OF GLASGOW	ERA2532359		public	D4CDC8FBDE68CD6D2A18A8FF95F3CD8B	7CCF1C506AAEE1CBFBDB0E225FCD20A0
197	ERR4082909	2020-05-01 12:26:33	2020-05-01 14:25:33	173028	86124557	0	497	19	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082909	ERX4079057		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519671	SAMEA6791999	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR163							no					UNIVERSITY OF GLASGOW	ERA2532361		public	167A410950DB2B15FE043DE43A2BBD3C	30CBC6EDB34DAAB7717038826E244219
198	ERR4082910	2020-05-01 12:26:33	2020-05-01 14:25:39	291317	143248877	0	491	35	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082910	ERX4079058		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535970	SAMEA6808320	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1631							no					UNIVERSITY OF GLASGOW	ERA2532364		public	DDF5426FA852098E9503EE77F121A1CE	52EF0875B0E8A96AF6BC580B9804E0F1
199	ERR4082911	2020-05-01 12:26:33	2020-05-01 14:25:53	306266	150560474	0	491	38	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082911	ERX4079059		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535971	SAMEA6808321	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1632							no					UNIVERSITY OF GLASGOW	ERA2532367		public	1AD8DDB1B97CCBD400A03C98AF940E01	C5BEB61705A27965642920A53519A733
200	ERR4082914	2020-05-01 12:26:33	2020-05-01 14:25:40	343809	169117719	0	491	41	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082914	ERX4079062		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535974	SAMEA6808324	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1635							no					UNIVERSITY OF GLASGOW	ERA2532376		public	4A41716FEE05090CAA2BEB69442AB4EB	53C5A8103859204FE23893E8F73EEB8D
201	ERR4082916	2020-05-01 12:26:33	2020-05-01 14:25:43	355045	174685549	0	492	45	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082916	ERX4079064		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535976	SAMEA6808326	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1639							no					UNIVERSITY OF GLASGOW	ERA2532382		public	D5022BD7C689A1A90AD3D6F74E212C8F	5ED43A902465973BCEE1A51C734E66EC
202	ERR4082917	2020-05-01 12:26:33	2020-05-01 14:25:35	214722	106914960	0	497	24	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082917	ERX4079065		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519672	SAMEA6792000	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR164							no					UNIVERSITY OF GLASGOW	ERA2532384		public	869EA765254F5BE4C51DF6C696ADE9F8	0CE2C40636662B90CF15E8F963193F5A
203	ERR4082918	2020-05-01 12:26:33	2020-05-01 14:25:41	274659	135023041	0	491	34	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082918	ERX4079066		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535977	SAMEA6808327	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1644							no					UNIVERSITY OF GLASGOW	ERA2532387		public	E9FDE86D889D46F70CB79571735E625C	2B589CE8FB65AD9CAF6ED683CABBFA67
204	ERR4082919	2020-05-01 12:26:33	2020-05-01 14:25:41	320185	157639842	0	492	42	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082919	ERX4079067		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4535978	SAMEA6808328	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR1647							no					UNIVERSITY OF GLASGOW	ERA2532390		public	FB077CCF2A0AB966D3F6221F7249028A	395A26975E4D71E38B7B8F145FEFB4B6
205	ERR4082920	2020-05-01 12:26:33	2020-05-01 14:25:36	175758	87465030	0	497	21	assembly	https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR4082/ERR4082920	ERX4079068		AMPLICON	PCR	VIRAL RNA	SINGLE	0	0	ILLUMINA	Illumina MiSeq	ERP121228	PRJEB37886		629258	ERS4519673	SAMEA6792001	simple	2697049	Severe acute respiratory syndrome coronavirus 2	COG-UK/CVR165							no					UNIVERSITY OF GLASGOW	ERA2532392		public	30C8A0D04F53D4A071B25B1BDAE08F8B	CCDC51DAB62D36C1C086913A06E69E23
